,Athlete,Meet Info,Lane_Place,Wind,Date,RT,50m,100m,150m,200m,Time,0-100m,100-200m,Differential,Vel_50m,Vel_100m,Vel_150m,Vel_200m,Vel_0_100m,Vel_100_200m,StrideRate,Source,Ath_Mt_Strd
822,"Hara, Shota (JPN) (1992)","FINAL - 2018 Seiko Golden Grand Prix (Osaka, JPN)",1 / 6,0.9 m/s,20-May-18,0.121,5.86,10.56,15.44,20.65,20.65,10.56,10.09,-0.47,8.53,10.64,10.25,9.6,9.47,9.91,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Hara, Shota (JPN) (1992)_FINAL - 2018 Seiko Golden Grand Prix (Osaka, JPN)"
823,"Hara, Shota (JPN) (1992)","A FINAL - 2018 Shizuoka International Meeting (Fukuroi, JPN)",5 / 2,0.3 m/s,03-May-18,0.162,5.91,10.58,15.49,20.75,20.75,10.58,10.17,-0.41,8.46,10.71,10.18,9.51,9.45,9.83,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Hara, Shota (JPN) (1992)_A FINAL - 2018 Shizuoka International Meeting (Fukuroi, JPN)"
824,"Hara, Shota (JPN) (1992)","Heat 3 - 2018 Shizuoka International Meeting (Fukuroi, JPN)",5 / 1,-0.2 m/s,03-May-18,0.178,5.92,10.59,15.5,20.76,20.76,10.59,10.17,-0.42,8.45,10.71,10.18,9.51,9.44,9.83,94.0,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Hara, Shota (JPN) (1992)_Heat 3 - 2018 Shizuoka International Meeting (Fukuroi, JPN)_94"
825,"Hara, Shota (JPN) (1992)","FINAL - 2017 Japanese National Championships (Osaka, JPN)",4 / 4,0.3 m/s,25-Jun-17,0.168,5.89,10.55,15.43,20.77,20.77,10.55,10.22,-0.33,8.49,10.73,10.25,9.36,9.48,9.78,96.0,Takahashi (2017) - 200m running performance analysis in the 2017 season,"Hara, Shota (JPN) (1992)_FINAL - 2017 Japanese National Championships (Osaka, JPN)_96"
826,"Hara, Shota (JPN) (1992)","FINAL - 2017 Seiko Golden Grand Prix (Kawasaki, JPN)",6 / 4,-2.0 m/s,21-May-17,0.151,5.83,10.57,15.47,21.03,21.03,10.57,10.46,-0.11,8.58,10.55,10.2,8.99,9.46,9.56,91.0,Takahashi (2017) - 200m running performance analysis in the 2017 season,"Hara, Shota (JPN) (1992)_FINAL - 2017 Seiko Golden Grand Prix (Kawasaki, JPN)_91"
827,"Hara, Shota (JPN) (1992)","FINAL - 2017 Shizuoka International Meeting (Fukuroi, JPN)",2 / 6,0.2 m/s,03-May-17,,6.06,10.92,15.93,21.3,21.3,10.92,10.38,-0.54,8.25,10.29,9.98,9.31,9.16,9.63,97.0,Takahashi (2017) - 200m running performance analysis in the 2017 season,"Hara, Shota (JPN) (1992)_FINAL - 2017 Shizuoka International Meeting (Fukuroi, JPN)_97"
828,"Hara, Shota (JPN) (1992)","FINAL - 2016 Japanese National Championships (Nagoya, JPN)",5 / 3,1.8 m/s,26-Jun-16,0.152,5.89,10.54,15.29,20.33,20.33,10.54,9.79,-0.75,8.49,10.75,10.53,9.92,9.49,10.21,94.0,Takahashi (2016) - performance analysis of the top 200m sprinters in japan & abroad,"Hara, Shota (JPN) (1992)_FINAL - 2016 Japanese National Championships (Nagoya, JPN)_94"
829,"Hara, Shota (JPN) (1992)","FINAL - 2016 Seiko Golden Grand Prix (Kawasaki, JPN)",1 / 4,-0.6 m/s,08-May-16,0.109,5.83,10.57,15.47,20.77,20.77,10.57,10.2,-0.37,8.58,10.55,10.2,9.43,9.46,9.8,94.0,Takahashi (2016) - performance analysis of the top 200m sprinters in japan & abroad,"Hara, Shota (JPN) (1992)_FINAL - 2016 Seiko Golden Grand Prix (Kawasaki, JPN)_94"
830,"Hara, Shota (JPN) (1992)","FINAL - 2016 Shizuoka International Athletics Meeting (Fukuroi, JPN)",/ 3,1.0 m/s,03-May-16,,5.95,10.7,15.55,20.73,20.73,10.7,10.03,-0.67,8.4,10.53,10.31,9.65,9.35,9.97,,Takahashi (2016) - performance analysis of the top 200m sprinters in japan & abroad,"Hara, Shota (JPN) (1992)_FINAL - 2016 Shizuoka International Athletics Meeting (Fukuroi, JPN)"
831,"Hara, Shota (JPN) (1992)","FINAL - 2015 Japanese National Championships (Niigata, JPN)",3 / 5,0.8 m/s,27-Jun-15,0.166,6.0,10.73,15.63,20.88,20.88,10.73,10.15,-0.58,8.33,10.57,10.2,9.52,9.32,9.85,96.0,Takahashi (2015) - 200m race analysis of Japanese and the World best of 2015,"Hara, Shota (JPN) (1992)_FINAL - 2015 Japanese National Championships (Niigata, JPN)_96"
832,"Hara, Shota (JPN) (1992)","FINAL - 2015 Seiko Golden Grand Prix (Kawasaki, JPN)",2 / 6,-0.5 m/s,10-May-15,,6.0,10.7,15.64,20.95,20.95,10.7,10.25,-0.45,8.33,10.64,10.12,9.42,9.35,9.76,96.0,Takahashi (2015) - 200m race analysis of Japanese and the World best of 2015,"Hara, Shota (JPN) (1992)_FINAL - 2015 Seiko Golden Grand Prix (Kawasaki, JPN)_96"
833,"Hara, Shota (JPN) (1992)","FINAL - 2015 Mikio Oda Memorial (Hiroshima, JPN)",8 / 7,1.5 m/s,18-Apr-15,,6.17,10.99,15.84,21.1,21.1,10.99,10.11,-0.88,8.1,10.37,10.31,9.51,9.1,9.89,,Takahashi (2015) - 200m race analysis of Japanese and the World best of 2015,"Hara, Shota (JPN) (1992)_FINAL - 2015 Mikio Oda Memorial (Hiroshima, JPN)"
834,"Harding, Javonte (USA) (2001)","FINAL - 2022 USATF National Championships (Eugene, OR)",/ 8,-0.3 m/s,26-Jun-22,,5.96,10.61,15.37,20.31,20.31,10.61,9.7,-0.91,8.39,10.75,10.5,10.12,9.43,10.31,,,"Harding, Javonte (USA) (2001)_FINAL - 2022 USATF National Championships (Eugene, OR)"
835,"Hardy, Prezel (USA) (1992)","FINAL - 2015 Seiko Golden Grand Prix (Kawasaki, JPN)",4 / 7,-0.5 m/s,10-May-15,,5.88,10.59,15.59,21.08,21.08,10.59,10.49,-0.1,8.5,10.62,10.0,9.11,9.44,9.53,,Takahashi (2015) - 200m race analysis of Japanese and the World best of 2015,"Hardy, Prezel (USA) (1992)_FINAL - 2015 Seiko Golden Grand Prix (Kawasaki, JPN)"
836,"Hardy, Prezel (USA) (1992)","FINAL - 2019 NCAA Championships (Austin, TX)",/ 5,0.8 m/s,07-Jun-19,,10.4,20.1,20.13,5.0,5.0,20.1,-15.1,-35.2,9.62,10.31,9.94,9.62,4.98,,,,"Hardy, Prezel (USA) (1992)_FINAL - 2019 NCAA Championships (Austin, TX)"
837,"Harrison, Eric (TTO) (1999)","Heat 7 - 2022 World Athletics Championships (Eugene, OR)",8 / 5,-0.3 m/s,18-Jul-22,0.11,10.52,20.54,20.54,85.0,85.0,20.54,64.46,43.92,9.51,9.98,9.74,97.0,4.87,1.55,97.0,Timing by Seiko (2022) - world athletics championships race analysis,"Harrison, Eric (TTO) (1999)_Heat 7 - 2022 World Athletics Championships (Eugene, OR)_97"
838,"Harrison, Eric (USA) (1999)","FINAL - 2018 IAAF World Junior Championships (Tampere, FIN)",6 / 3,-0.1 m/s,13-Jul-18,0.149,5.86,10.49,15.44,20.79,20.79,10.49,10.3,-0.19,8.53,10.8,10.1,9.35,9.53,9.71,,,"Harrison, Eric (USA) (1999)_FINAL - 2018 IAAF World Junior Championships (Tampere, FIN)"
839,"Hartmann, Joshua (GER) (1999)","FINAL - 2025 Bauhaus Galan (Stockholm, SWE)",1 /  8  7,2.0 m/s,15-Jun-25,0.13,5.87,10.68,15.67,20.97,20.97,10.68,10.29,-0.39,8.52,10.4,10.02,9.43,9.36,9.72,,Omega Timing (2025) - diamond league race analysis,"Hartmann, Joshua (GER) (1999)_FINAL - 2025 Bauhaus Galan (Stockholm, SWE)"
840,"Hartmann, Joshua (GER) (1999)","Semi-Final 2 - 2024 Olympic Games (Paris, FRA)",5 / 5,-0.2 m/s,07-Aug-24,0.151,5.83,10.47,15.35,20.47,20.47,10.47,10.0,-0.47,8.58,10.78,10.25,9.77,9.55,10.0,86.0,Omega Timing (2025) - diamond league race analysis,"Hartmann, Joshua (GER) (1999)_Semi-Final 2 - 2024 Olympic Games (Paris, FRA)_86"
841,"Hartmann, Joshua (GER) (1999)","Heat 4 - 2024 Olympic Games (Paris, FRA)",2 / 3,0.2 m/s,05-Aug-24,0.144,5.84,10.51,15.31,20.3,20.3,10.51,9.79,-0.72,8.56,10.71,10.42,10.02,9.51,10.21,,Omega Timing (2025) - diamond league race analysis,"Hartmann, Joshua (GER) (1999)_Heat 4 - 2024 Olympic Games (Paris, FRA)"
842,"Hartmann, Joshua (GER) (1999)","FINAL - 2024 Herculis Meeting International d'Athlétisme (Monaco, MON)",3 / 6,0.6 m/s,12-Jul-24,0.169,5.88,10.52,15.39,20.54,20.54,10.52,10.02,-0.5,8.5,10.78,10.27,9.71,9.51,9.98,,Omega Timing (2024) - diamond league race analysis,"Hartmann, Joshua (GER) (1999)_FINAL - 2024 Herculis Meeting International d'Athlétisme (Monaco, MON)"
843,"Hartmann, Joshua (GER) (1999)","FINAL - 2024 Seashore Doha Meeting (Doha, QAT)",2 / 6,1.7 m/s,10-May-24,0.126,5.8,10.43,15.22,20.36,20.36,10.43,9.93,-0.5,8.62,10.8,10.44,9.73,9.59,10.07,86.0,Omega Timing (2024) - diamond league race analysis,"Hartmann, Joshua (GER) (1999)_FINAL - 2024 Seashore Doha Meeting (Doha, QAT)_86"
844,"Hartmann, Joshua (GER) (1999)","FINAL - 2023 Weltklasse (Zürich, SUI)",1 / 7,-0.5 m/s,31-Aug-23,0.141,5.84,10.47,15.35,20.43,20.43,10.47,9.96,-0.51,8.56,10.8,10.25,9.84,9.55,10.04,,Omega Timing (2023) - diamond league race analysis,"Hartmann, Joshua (GER) (1999)_FINAL - 2023 Weltklasse (Zürich, SUI)"
845,"Hartmann, Joshua (GER) (1999)","Heat 3 - 2023 World Athletics Championships (Budapest, HUN)",3 / 4,-1.4 m/s,23-Aug-23,0.157,10.59,20.51,20.51,34.0,34.0,20.51,13.49,-7.02,9.44,10.08,9.75,86.2,4.88,7.41,,Seiko Timing (2023) - world championship race analysis,"Hartmann, Joshua (GER) (1999)_Heat 3 - 2023 World Athletics Championships (Budapest, HUN)"
846,"Hartmann, Joshua (GER) (1999)","FINAL - 2023 Bislett Games (Oslo, NOR)",1 / 6,0.6 m/s,15-Jun-23,0.131,5.85,10.49,15.32,20.39,20.39,10.49,9.9,-0.59,8.55,10.78,10.35,9.86,9.53,10.1,,Omega Timing (2023) - diamond league race analysis,"Hartmann, Joshua (GER) (1999)_FINAL - 2023 Bislett Games (Oslo, NOR)"
847,"Hartmann, Joshua (GER) (1999)","FINAL - 2022 Golden Gala Pietro Mennea (Rome, ITA)",1 / 7,-0.1 m/s,09-Jun-22,0.127,5.86,10.57,15.51,20.78,20.78,10.57,10.21,-0.36,8.53,10.62,10.12,9.49,9.46,9.79,,Omega Timing (2022) - diamond league race analysis,"Hartmann, Joshua (GER) (1999)_FINAL - 2022 Golden Gala Pietro Mennea (Rome, ITA)"
848,"Hartonen, Tommi (FIN) (1977)","Semi-Final 2 - 2002 European Championships (Munich, GER)",/ 7,0.2 m/s,09-Aug-02,0.141,6.01,10.69,15.7,21.04,21.04,10.69,10.35,-0.34,8.32,10.68,9.98,9.36,9.35,9.66,,Graubner (2009) - http://www.fgs.uni-halle.de,"Hartonen, Tommi (FIN) (1977)_Semi-Final 2 - 2002 European Championships (Munich, GER)"
849,"Hartonen, Tommi (FIN) (1977)","U20 FINAL - 2019 Japanese National U18/U20 Championships (Hiroshima, JPN)",8 / 3,-1.2 m/s,20-Oct-19,0.188,6.01,10.79,15.9,21.4,21.4,10.79,10.61,-0.18,8.32,10.46,9.78,9.09,9.27,9.43,95.0,Graubner (2009) - http://www.fgs.uni-halle.de,"Hartonen, Tommi (FIN) (1977)_U20 FINAL - 2019 Japanese National U18/U20 Championships (Hiroshima, JPN)_95"
850,"Hartonen, Tommi (FIN) (1977)","FINAL - 2023 Shimane High School Championships (Izumo, JPN)",5 / 6,-1.2 m/s,28-May-23,,11.63,17.15,22.97,22.97,56.0,17.15,5.82,-11.33,8.6,9.06,8.59,8.71,5.83,17.18,,Shimizu (2023) - shimane high school championships 2023 - biomechanics data analysis,"Hartonen, Tommi (FIN) (1977)_FINAL - 2023 Shimane High School Championships (Izumo, JPN)"
851,"Hashimoto, Akiyuki (JPN) (1994)","FINAL - 2019 Japanese National Championships (Fukuoka, JPN)",2 / 7,-1.3 m/s,30-Jun-19,0.152,5.92,10.72,15.78,21.13,21.13,10.72,10.41,-0.31,8.45,10.42,9.88,9.35,9.33,9.61,90.0,,"Hashimoto, Akiyuki (JPN) (1994)_FINAL - 2019 Japanese National Championships (Fukuoka, JPN)_90"
852,"Hashimoto, Akiyuki (JPN) (1994)","FINAL - 2018 Japanese Corporate Championships (Osaka, JPN)",5 / 3,0.1 m/s,22-Sep-18,0.151,5.91,10.6,15.53,20.87,20.87,10.6,10.27,-0.33,8.46,10.66,10.14,9.36,9.43,9.74,,,"Hashimoto, Akiyuki (JPN) (1994)_FINAL - 2018 Japanese Corporate Championships (Osaka, JPN)"
853,"Hashimoto, Akiyuki (JPN) (1994)","FINAL - 2012 Japanese National High School Championships (Niigata, JPN)",4 / 1,-0.5 m/s,01-Aug-12,,5.91,10.56,15.49,20.81,20.81,10.56,10.25,-0.31,8.46,10.75,10.14,9.4,9.47,9.76,,,"Hashimoto, Akiyuki (JPN) (1994)_FINAL - 2012 Japanese National High School Championships (Niigata, JPN)"
854,"Hashimoto, Akiyuki (JPN) (1994)","FINAL - 2011 Japanese National High School Championships (Kitakami, JPN)",/ 2,-0.4 m/s,06-Aug-11,,5.99,10.83,15.67,21.1,21.1,10.83,10.27,-0.56,8.35,10.33,10.33,9.21,9.23,9.74,,Takahashi (2015) - 200m race analysis of Japanese and the World best of 2015,"Hashimoto, Akiyuki (JPN) (1994)_FINAL - 2011 Japanese National High School Championships (Kitakami, JPN)"
855,"Hashimoto, Akiyuki (JPN) (1994)","FINAL - 2015 Mikio Oda Memorial (Hiroshima, JPN)",3 / 2,1.5 m/s,18-Apr-15,,5.94,10.63,15.39,20.71,20.71,10.63,10.08,-0.55,8.42,10.66,10.5,9.4,9.41,9.92,,Takahashi (2015) - 200m race analysis of Japanese and the World best of 2015,"Hashimoto, Akiyuki (JPN) (1994)_FINAL - 2015 Mikio Oda Memorial (Hiroshima, JPN)"
856,"Hashimoto, Takumi (JPN) (2004)","FINAL - 2021 Shimane High School Championships (Izumo, JPN)",1 / 6,2.7 m/s,30-May-21,,11.44,16.74,22.48,22.48,16.0,16.74,5.74,-11.0,8.74,9.43,8.71,8.9,5.97,17.42,,Shimizu (2021) - shimane high school championships 2021 - biomechanics data analysis,"Hashimoto, Takumi (JPN) (2004)_FINAL - 2021 Shimane High School Championships (Izumo, JPN)"
857,"Hattori, Tatsuya (JPN) (1988)","FINAL - 2011 Shizuoka International Athletics Meeting (Fukuroi, JPN)",/ 7,0.5 m/s,03-May-11,,5.98,10.72,15.75,21.17,21.17,10.72,10.45,-0.27,8.36,10.55,9.94,9.23,9.33,9.57,,,"Hattori, Tatsuya (JPN) (1988)_FINAL - 2011 Shizuoka International Athletics Meeting (Fukuroi, JPN)"
858,"Hayashi, Kanata (JPN) (2001)","FINAL - 2020 Japanese U20 National Championships (Hiroshima, JPN)",2 / 5,1.5 m/s,25-Oct-20,0.158,6.12,11.11,16.18,21.47,21.47,11.11,10.36,-0.75,8.17,10.02,9.86,9.45,9.0,9.65,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Hayashi, Kanata (JPN) (2001)_FINAL - 2020 Japanese U20 National Championships (Hiroshima, JPN)"
859,"Hayashi, Kanata (JPN) (2001)","Heat 1 - 2020 Japanese U20 National Championships (Hiroshima, JPN)",6 / 3,1.4 m/s,25-Oct-20,0.148,6.08,11.01,16.01,21.42,21.42,11.01,10.41,-0.6,8.22,10.14,10.0,9.24,9.08,9.61,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Hayashi, Kanata (JPN) (2001)_Heat 1 - 2020 Japanese U20 National Championships (Hiroshima, JPN)"
860,"Hayashi, Kanata (JPN) (2001)","FINAL - 2018 Japanese National Youth (U18) Championships (Nagano, JPN)",7 / 5,0.1 m/s,21-Oct-18,0.149,6.16,11.1,16.23,21.62,21.62,11.1,10.52,-0.58,8.12,10.12,9.75,9.28,9.01,9.51,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Hayashi, Kanata (JPN) (2001)_FINAL - 2018 Japanese National Youth (U18) Championships (Nagano, JPN)"
861,"Hayashi, Raito (JPN) (2000)","FINAL - 2018 Shimane High School Championships (Izumo, JPN)",7 / 5,0.8 m/s,27-May-18,,11.55,22.43,22.43,75.0,75.0,22.43,52.57,30.14,8.66,9.19,8.92,8.66,4.46,1.9,,Shimizu (2018) - shimane high school championships 2018 - biomechanics data analysis,"Hayashi, Raito (JPN) (2000)_FINAL - 2018 Shimane High School Championships (Izumo, JPN)"
862,"Hayashi, Raito (JPN) (2000)","FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)",8 / 8,2.9 m/s,05-Aug-23,0.218,6.15,11.2,16.16,21.38,21.38,11.2,10.18,-1.02,8.13,9.9,10.08,9.58,8.93,9.82,,Shimizu (2018) - shimane high school championships 2018 - biomechanics data analysis,"Hayashi, Raito (JPN) (2000)_FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)"
863,"Hazel, Warren (SKN) (1996)","Semi-Final 1 - 2022 Commonwealth Games (Birmingham, GBR)",9 / 7,2.1 m/s,05-Aug-22,0.157,6.1,10.9,16.0,21.4,21.4,10.9,10.5,-0.4,8.2,10.42,9.8,9.26,9.17,9.52,86.0,Longines Timing (2022) - commonwealth games race analysis,"Hazel, Warren (SKN) (1996)_Semi-Final 1 - 2022 Commonwealth Games (Birmingham, GBR)_86"
864,"Heard, Floyd (USA) (1966)","FINAL - 2000 USA Olympic Trials (Sacramento, CA)",7 / 2,-0.3 m/s,23-Jul-00,0.159,10.3,19.9,19.88,72.0,72.0,19.9,52.1,32.2,9.71,10.42,10.06,9.71,5.03,1.92,,,"Heard, Floyd (USA) (1966)_FINAL - 2000 USA Olympic Trials (Sacramento, CA)"
865,"Heard, Floyd (USA) (1966)","Semi-Final 2 - 2000 USA Olympic Trials (Sacramento, CA)",/ 2,1.1 m/s,23-Jul-00,,10.3,20.2,20.15,2.0,2.0,20.2,-18.2,-38.4,9.71,10.1,9.93,9.71,4.95,,,,"Heard, Floyd (USA) (1966)_Semi-Final 2 - 2000 USA Olympic Trials (Sacramento, CA)"
866,"Heard, Floyd (USA) (1966)","FINAL - 1996 USA Olympic Trials (Atlanta, GA)",8 / 7,1.7 m/s,23-Jun-96,,10.7,15.44,20.34,20.34,87.0,15.44,4.9,-10.54,9.35,10.55,10.2,9.83,6.48,20.41,,,"Heard, Floyd (USA) (1966)_FINAL - 1996 USA Olympic Trials (Atlanta, GA)"
867,"Heard, Floyd (USA) (1966)","Semi-Final 1 - 1996 USA Olympic Trials (Atlanta, GA)",2 / 4,2.7 m/s,23-Jun-96,,10.41,15.06,20.15,20.15,24.0,15.06,5.09,-9.97,9.61,10.75,9.82,9.93,6.64,19.65,,,"Heard, Floyd (USA) (1966)_Semi-Final 1 - 1996 USA Olympic Trials (Atlanta, GA)"
868,"Heard, Floyd (USA) (1966)","Quarter-Final 3 - 1996 USA Olympic Trials (Atlanta, GA)",/ 5,0.7 m/s,22-Jun-96,,10.49,20.51,20.51,5.0,5.0,20.51,-15.51,-36.02,9.53,9.98,9.75,9.53,4.88,,,,"Heard, Floyd (USA) (1966)_Quarter-Final 3 - 1996 USA Olympic Trials (Atlanta, GA)"
869,"Heard, Floyd (USA) (1966)","Heat 4 - 1996 USA Olympic Trials (Atlanta, GA)",/ 5,0.9 m/s,21-Jun-96,,10.47,20.51,20.51,5.0,5.0,20.51,-15.51,-36.02,9.55,9.96,9.75,9.55,4.88,,,,"Heard, Floyd (USA) (1966)_Heat 4 - 1996 USA Olympic Trials (Atlanta, GA)"
870,"Heard, Floyd (USA) (1966)","FINAL - 1989 IAAF World Cup (Barcelona, ESP)",/ 2,1.9 m/s,10-Sep-89,0.158,10.4,15.17,20.36,20.36,2.0,15.17,5.19,-9.98,9.62,10.48,9.63,9.82,6.59,19.27,,,"Heard, Floyd (USA) (1966)_FINAL - 1989 IAAF World Cup (Barcelona, ESP)"
871,"Heard, Floyd (USA) (1966)","FINAL - 1987 IAAF World Championships (Rome, ITA)",3 / 6,-0.4 m/s,03-Sep-87,,10.66,20.25,20.25,36.0,36.0,20.25,15.75,-4.5,9.38,10.43,9.88,90.0,4.94,6.35,90.0,,"Heard, Floyd (USA) (1966)_FINAL - 1987 IAAF World Championships (Rome, ITA)_90"
872,"Hedvičák, Jaroslav (CZE) (1990)","FINAL - 2013 Czech Republic National Championships (Tábor, CZE)",1 / 8,-0.9 m/s,16-Jun-13,0.165,6.22,11.22,16.52,22.16,22.16,11.22,10.94,-0.28,8.04,10.0,9.43,8.87,8.91,9.14,,,"Hedvičák, Jaroslav (CZE) (1990)_FINAL - 2013 Czech Republic National Championships (Tábor, CZE)"
873,"Hedvičák, Jaroslav (CZE) (1990)","Heat 2 - 2013 Czech Republic National Championships (Tábor, CZE)",3 / 3,0.8 m/s,16-Jun-13,0.171,6.21,11.14,16.4,21.96,21.96,11.14,10.82,-0.32,8.05,10.14,9.51,8.99,8.98,9.24,,,"Hedvičák, Jaroslav (CZE) (1990)_Heat 2 - 2013 Czech Republic National Championships (Tábor, CZE)"
874,"Henderson, Kevin (USA) (1965)","Semi-Final 2 - 1996 USA Olympic Trials (Atlanta, GA)",1 / 8,-0.3 m/s,23-Jun-96,,10.7,15.52,20.81,20.81,18.0,15.52,5.29,-10.23,9.35,10.37,9.45,9.61,6.44,18.9,,,"Henderson, Kevin (USA) (1965)_Semi-Final 2 - 1996 USA Olympic Trials (Atlanta, GA)"
875,"Henderson, Kevin (USA) (1965)","Quarter-Final 1 - 1996 USA Olympic Trials (Atlanta, GA)",/ 4,2.4 m/s,22-Jun-96,,10.4,20.48,20.48,4.0,4.0,20.48,-16.48,-36.96,9.62,9.92,9.77,9.62,4.88,,,,"Henderson, Kevin (USA) (1965)_Quarter-Final 1 - 1996 USA Olympic Trials (Atlanta, GA)"
876,"Henderson, Kevin (USA) (1965)","Heat 1 - 1996 USA Olympic Trials (Atlanta, GA)",/ 4,1.1 m/s,21-Jun-96,,10.42,20.47,20.47,4.0,4.0,20.47,-16.47,-36.94,9.6,9.95,9.77,9.6,4.89,,,,"Henderson, Kevin (USA) (1965)_Heat 1 - 1996 USA Olympic Trials (Atlanta, GA)"
877,"Heriot, William (Blake) (USA) (1991)","FINAL - 2008 USATF National Junior Championships (Columbus, OH)",1 / 8,-2.2 m/s,22-Jun-08,,11.06,16.36,22.29,22.29,18.0,16.36,5.93,-10.43,9.04,9.43,8.43,8.97,6.11,16.86,,,"Heriot, William (Blake) (USA) (1991)_FINAL - 2008 USATF National Junior Championships (Columbus, OH)"
878,"Hering, Robert (GER) (1990)","Semi-Final 1 - 2009 IAAF World Championships (Berlin, GER)",7 / 5,0.0 m/s,19-Aug-09,0.157,5.94,10.56,15.39,20.52,20.52,10.56,9.96,-0.6,8.42,10.82,10.35,9.75,9.47,10.04,92.0,,"Hering, Robert (GER) (1990)_Semi-Final 1 - 2009 IAAF World Championships (Berlin, GER)_92"
879,"Hering, Robert (GER) (1990)","Quarter-Final 4 - 2009 IAAF World Championships (Berlin, GER)",3 / 3,-0.6 m/s,18-Aug-09,0.142,5.94,10.6,15.46,20.58,20.58,10.6,9.98,-0.62,8.42,10.73,10.29,9.77,9.43,10.02,,,"Hering, Robert (GER) (1990)_Quarter-Final 4 - 2009 IAAF World Championships (Berlin, GER)"
880,"Hering, Robert (GER) (1990)","Heat 9 - 2009 IAAF World Championships (Berlin, GER)",6 / 1,-0.7 m/s,18-Aug-09,0.151,5.91,10.53,15.44,20.64,20.64,10.53,10.11,-0.42,8.46,10.82,10.18,9.62,9.5,9.89,,,"Hering, Robert (GER) (1990)_Heat 9 - 2009 IAAF World Championships (Berlin, GER)"
881,"Hession, Paul (IRL) (1983)","FINAL - 2012 Windsprint (Sundsvall, SWE)",/ 3,1.5 m/s,17-Jun-12,,10.8,20.87,20.87,3.0,3.0,20.87,-17.87,-38.74,9.26,4.79,9.58,9.26,4.79,,,(2012) - www.elitlandslag.se/SprintHäck/KortSprint.aspx,"Hession, Paul (IRL) (1983)_FINAL - 2012 Windsprint (Sundsvall, SWE)"
882,"Hession, Paul (IRL) (1983)","FINAL - 2010 Great CityGames (Manchester, GBR) (200m straightaway)",4 / 3,-0.4 m/s,16-May-10,,10.46,15.29,20.66,20.66,43.0,15.29,5.37,-9.92,9.56,10.35,9.31,9.68,6.54,18.62,,Jalava (2010) - www.tilastopaja.org,"Hession, Paul (IRL) (1983)_FINAL - 2010 Great CityGames (Manchester, GBR) (200m straightaway)"
883,"Hession, Paul (IRL) (1983)","Semi-Final 2 - 2009 IAAF World Championships (Berlin, GER)",8 / 6,0.3 m/s,19-Aug-09,0.166,5.93,10.55,15.35,20.48,20.48,10.55,9.93,-0.62,8.43,10.82,10.42,9.75,9.48,10.07,,Jalava (2010) - www.tilastopaja.org,"Hession, Paul (IRL) (1983)_Semi-Final 2 - 2009 IAAF World Championships (Berlin, GER)"
884,"Hession, Paul (IRL) (1983)","Quarter-Final 3 - 2009 IAAF World Championships (Berlin, GER)",6 / 3,-0.3 m/s,18-Aug-09,0.154,5.89,10.48,15.33,20.48,20.48,10.48,10.0,-0.48,8.49,10.89,10.31,9.71,9.54,10.0,,Jalava (2010) - www.tilastopaja.org,"Hession, Paul (IRL) (1983)_Quarter-Final 3 - 2009 IAAF World Championships (Berlin, GER)"
885,"Hession, Paul (IRL) (1983)","Heat 3 - 2009 IAAF World Championships (Berlin, GER)",6 / 2,0.1 m/s,18-Aug-09,0.144,6.04,10.73,15.55,20.66,20.66,10.73,9.93,-0.8,8.28,10.66,10.37,9.78,9.32,10.07,,Jalava (2010) - www.tilastopaja.org,"Hession, Paul (IRL) (1983)_Heat 3 - 2009 IAAF World Championships (Berlin, GER)"
886,"Hession, Paul (IRL) (1983)","FINAL - 2008 IAAF World Athletic Final (Stuttgart, GER)",8 / 2,-0.1 m/s,14-Sep-08,0.16,6.01,10.61,15.45,20.58,20.58,10.61,9.97,-0.64,8.32,10.87,10.33,9.75,9.43,10.03,,Graubner (2009) - http://www.fgs.uni-halle.de,"Hession, Paul (IRL) (1983)_FINAL - 2008 IAAF World Athletic Final (Stuttgart, GER)"
887,"Hession, Paul (IRL) (1983)","FINAL - 2007 IAAF World Athletic Final (Stuttgart, GER)",1 / 8,1.3 m/s,23-Sep-07,0.145,5.99,10.61,15.47,20.58,20.58,10.61,9.97,-0.64,8.35,10.82,10.29,9.78,9.43,10.03,,Graubner (2007) - http://www.fgs.uni-halle.de,"Hession, Paul (IRL) (1983)_FINAL - 2007 IAAF World Athletic Final (Stuttgart, GER)"
888,"Hession, Paul (IRL) (1983)","Semi-Final 2 - 2007 IAAF World Championships (Osaka, JPN)",4 / 6,-0.4 m/s,29-Aug-07,0.154,5.87,10.43,15.26,20.5,20.5,10.43,10.07,-0.36,8.52,10.96,10.35,9.54,9.59,9.93,96.0,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Hession, Paul (IRL) (1983)_Semi-Final 2 - 2007 IAAF World Championships (Osaka, JPN)_96"
